time,tel,mnvel,errvel
2458967.95,apf,5.32004199070302,5.82725858688354
2458967.964,apf,-4.34226787751558,5.50349235534668
2458967.979,apf,-2.77868671942797,5.69138050079346
2459028.82,hires_j,2.05274473644746,1.56502962112427
2459046.822,hires_j,3.40698547852722,2.5937135219574
2459067.832,hires_j,-0.260639847376764,2.47668361663818
2459088.735,hires_j,1.20369615181562,1.52008962631226
2459092.815,hires_j,-1.29508228668156,1.51079666614532
2459117.707,hires_j,4.97821816619143,1.55495858192444
2459120.714,hires_j,3.31460359437083,1.54297602176666
2459122.733,hires_j,5.58966093994887,1.61105918884277
2459153.701,hires_j,7.52767626962986,1.93384456634521
2459268.168,hires_j,-0.112307891836094,1.74799716472626
2459297.164,hires_j,4.59890940508462,2.9471869468689
2459299.987,hires_j,-4.61059935739291,1.6364917755127
2459301.948,apf,-5.59078317148406,11.9740495681763
2459315.036,apf,29.0088217639852,25.3110504150391
2459319.837,apf,-15.8190763489879,13.1973819732666
2459323.019,apf,9.30779071695538,12.6796970367432
2459328.975,apf,-16.5343185228974,11.6955537796021
2459332.873,apf,-32.8666705179089,21.0127468109131
2459336.96,apf,-22.1838706363019,11.9134035110474
2459342.003,apf,128.061340699548,34.4712562561035
2459346.003,apf,-9.99118559444704,14.5387392044067
2459358.891,hires_j,-2.5116499449934,1.64880692958832
2459367.964,hires_j,-0.207751380458554,2.18461632728577
2459368.781,hires_j,1.11419333949198,2.31668329238892
2459377.062,hires_j,-10.4877681790119,1.45947504043579
2459379.892,hires_j,-7.39346410044839,1.51964688301086
2459381.969,hires_j,-6.87495515773529,1.65417671203613
2459384.909,hires_j,-7.24859703922305,1.61271464824677
2459385.864,hires_j,0.373247655297128,1.5429253578186
2459387.882,hires_j,-9.37601386335012,1.85861158370972
2459389.03,hires_j,-4.04596654665254,1.79579782485962
2459395.889,hires_j,-3.65647741816727,1.54682397842407
2459399.878,hires_j,0.00744204147998229,1.62322604656219
2459404.856,apf,-4.33858344444071,6.77516460418701
2459404.983,hires_j,-0.611618669906564,1.48872900009155
2459407.885,hires_j,-1.49580700347204,1.55902791023254
2459411.787,hires_j,-8.75505688185016,1.81375896930695
2459412.96,hires_j,-9.6271624486346,1.59897303581238
2459414.004,apf,-10.4539214675024,8.63843441009521
2459414.969,hires_j,-7.70065697470728,1.81325912475586
2459419.922,apf,15.1185493629816,6.58911037445068
2459420.843,hires_j,-2.79598224081271,1.68108761310577
2459427.887,apf,-3.56041263926567,6.2500262260437
2459435.813,hires_j,2.05828486767584,1.64494204521179
2459441.882,hires_j,-4.08043755308597,1.48954200744629
2459446.893,hires_j,-3.62229310616327,2.05048108100891
2459450.816,hires_j,-2.34629887353011,1.46318078041077
2459452.805,hires_j,1.03274289019491,1.40293753147125
2459455.738,hires_j,-6.60549197093067,1.43277740478516
2459465.871,apf,-10.5724235928469,10.8879117965698
2459468.832,apf,9.30458688907703,8.39301586151123
2459469.731,hires_j,1.92816229050722,1.32050395011902
2459469.799,apf,29.6825902445051,5.77240514755249
2459470.725,hires_j,-2.36258795204942,1.40255844593048
2459470.842,apf,14.4095497644347,7.52574825286865
2459471.718,hires_j,5.60431999395686,1.40212631225586
2459472.827,apf,14.0234531584381,6.03752708435059
2459475.716,hires_j,-4.13961115688438,1.56860506534576
2459476.715,hires_j,2.27408014646772,1.43367445468903
2459489.748,hires_j,-3.31610379947029,1.75185406208038
2459497.71,hires_j,1.53748835690736,2.11904716491699
2459498.71,hires_j,5.08173153593753,1.80029487609863
2459502.764,hires_j,4.74705228256823,1.66864681243896
2459503.758,hires_j,5.02283054796846,1.7245842218399
2459506.702,hires_j,6.54534358148553,1.81107425689697
2459508.707,hires_j,12.0722712722288,1.75193679332733
2459513.711,hires_j,6.88206723438947,1.76636004447937
2459516.698,hires_j,7.49496296710585,1.78836011886597
2459527.06,apf,-9.75946099669713,8.24142646789551
2459542.023,apf,7.08190536673038,7.20002031326294
2459544.024,apf,13.4508746300553,6.44445133209229
2459548.005,apf,0.816303765689941,5.53824234008789
2459551.002,apf,8.64711125506067,6.51381683349609
2459553.583,apf,5.62677338978849,6.78646469116211
2459590.889,apf,8.37660537635658,10.2371482849121
2459592.056,apf,5.34938973635303,5.72185707092285
2459593.169,hires_j,5.33594510990397,1.86548697948456
2459593.991,apf,-5.40176655404533,5.87360620498657
2459595.051,apf,-7.24449326657677,9.54809951782227
2459595.051,apf,-7.24449326657677,9.54809951782227
2459596.068,apf,-17.3951170888666,28.3527278900146
2459597.049,apf,1.89136322739739,7.58061075210571
2459597.981,apf,4.22122931715586,6.46290111541748
2459599.039,apf,3.11045768014893,6.27617740631104
2459600.06,apf,8.78454889996786,5.54125595092773
2459600.863,apf,8.47391331283814,8.26607990264893
2459603.016,apf,-3.88928054057697,5.18607950210571
2459604.942,apf,-5.30136702994312,6.21589231491089
2459606.036,apf,18.2160829621297,6.32821846008301
2459606.839,apf,0.827606167872945,6.78728199005127
2459607.843,apf,-3.20171043610268,7.83761596679688
2459610.024,apf,-9.64021779391834,6.15744829177856
2459611.014,apf,11.1592105344817,7.91986227035522
2459617.895,apf,6.65688730486555,5.48410892486572
2459618.886,apf,10.4743081813155,5.74712181091309
2459622.079,hires_j,15.9379667774545,1.99642992019653
2459624.067,apf,-1.17223903301615,5.51728391647339
2459625.043,apf,8.74430561290828,5.69149780273438
2459626.115,hires_j,10.7319953482052,1.90424144268036
2459631.049,apf,-3.09649844000101,5.82851266860962
2459632.059,hires_j,4.27515290724155,1.85488414764404
2459638.935,apf,-4.2443752781024,6.14113235473633
2459641.012,apf,-4.67171168546943,5.62701082229614
2459642.043,apf,-9.29844033743987,8.80301094055176
2459647.007,apf,8.56316701131049,5.26059722900391
2459648.876,apf,13.7729347461884,8.26041316986084
2459649.934,apf,17.5553938737011,6.75331211090088
2459655.005,apf,6.36120034807989,6.61645936965942
2459655.125,hires_j,7.46877905701626,1.72523188591003
2459657.109,hires_j,4.46305828842836,1.5466320514679
2459659.925,apf,-11.1046575718753,6.53417158126831
2459661.052,hires_j,2.66504159909124,1.74511206150055
2459662.874,apf,-4.26277754184842,5.08178043365479
2459663.874,apf,0.168953008845894,4.56541204452515
2459669.001,apf,10.6083936593518,6.2902569770813
2459669.917,apf,3.49307950412645,8.27981948852539
2459670.948,apf,-5.75417507953054,5.17638778686523
2459671.867,apf,-18.1583469666031,5.49120092391968
2459672.006,hires_j,-0.986862696123338,1.84434306621552
2459674.891,apf,-4.05206827676645,7.03871583938599
2459677.853,apf,-23.7867544393897,5.01858615875244
2459678.853,apf,-11.3374772986151,4.85256624221802
2459681.917,hires_j,-5.4276376950495,1.56877601146698
2459686.898,apf,-1.10867545045984,5.15584325790405
2459687.857,apf,-4.7597603003422,5.35166597366333
2459689.902,apf,-0.0512577455342484,6.0894718170166
2459693.861,apf,-0.451906402432252,4.99275255203247
2459694.84,apf,-3.92193353383333,5.47841691970825
2459695.886,apf,-11.2111632756961,8.4920825958252
2459696.835,apf,-3.32720710293386,5.70733737945557
2459698.927,apf,4.40016573962094,5.08878469467163
2459699.827,apf,-9.11357764428298,5.53457021713257
2459700.86,apf,4.26809174837649,6.15500974655151
2459700.979,hires_j,-0.490768231838958,1.68165361881256
2459701.819,apf,2.22571180304969,5.37463617324829
2459703.828,apf,3.92831561115735,5.82459306716919
2459704.844,apf,9.96216156964066,4.70803451538086
2459705.9,apf,7.71720664605303,4.69319486618042
2459711.83,apf,-18.9839210988831,6.35207414627075
2459711.953,hires_j,-3.6632225023462,1.78322243690491
2459713.845,apf,-8.68277588628583,4.9007568359375
2459714.843,apf,3.2636708563803,5.88830757141113
2459715.81,apf,-13.5348587485329,6.57775735855103
2459716.839,apf,-12.741138113186,5.68008613586426
2459717.828,apf,-10.5685326251027,5.33752918243408
2459718.803,apf,-7.11718074514034,7.04977893829346
2459719.82,apf,-2.61319834938092,5.6061053276062
2459720.803,apf,-7.51075961367731,5.37764930725098
2459721.815,apf,1.44189537469331,4.85181999206543
2459722.83,apf,0.525724932492864,5.02889823913574
2459723.803,apf,0.12682565312414,5.30199861526489
2459724.819,apf,0.998866271086293,4.7607593536377
2459725.812,apf,3.37822287852824,5.24759006500244
2459726.821,apf,-4.81943762098508,6.29732179641724
2459729.806,apf,0.773628008979362,5.44363641738892
2459731.788,apf,7.80824567030561,5.1042423248291
2459732.787,apf,9.40399574676073,6.0665111541748
2459733.978,apf,15.2686359712467,5.53147983551025
2459737.796,apf,1.11311589693498,5.64681529998779
2459738.837,apf,-7.6237036509039,4.84764528274536
2459738.928,hires_j,-2.90205580247271,1.69305658340454
2459739.787,apf,1.86143158571675,7.0193042755127
2459740.765,apf,-3.05474992286619,7.0038890838623
2459740.797,hires_j,-2.11198062496359,1.48602533340454
2459741.774,apf,7.46700648474148,6.11835479736328
2459742.787,apf,-7.99596566870559,6.07868909835815
2459743.91,apf,-15.4028785013373,5.77947187423706
2459744.804,apf,-1.55025874507098,4.98745059967041
2459745.783,apf,1.0889920015537,5.16739940643311
2459746.809,apf,-16.6944764194073,5.68711233139038
2459750.822,apf,-2.76368963077614,4.78802251815796
2459752.77,apf,-5.04450721485632,5.28689908981323
2459753.773,apf,-2.16332725848572,6.46186065673828
2459759.844,apf,-0.0758590145942151,4.86626815795898
2459760.86,apf,-2.93294796596772,5.48156213760376
2459761.77,apf,16.0480844000477,5.24323654174805
2459762.768,apf,10.1842758392875,4.35951995849609
2459763.836,apf,2.52958071273672,5.80778503417969
2459764.848,apf,-1.13628756439171,5.33772039413452
2459765.981,hires_j,-7.02752719911225,1.74021208286285
2459767.93,apf,-7.6884817203738,4.86936092376709
2459768.828,apf,8.51348312101185,5.73858785629272
2459769.972,hires_j,0.225057724248257,1.53965890407562
2459770.765,apf,0.617203771762101,6.11884307861328
2459771.754,apf,7.7609010317943,5.60639476776123
2459772.825,apf,-1.89535184465306,5.07149744033813
2459773.805,apf,-2.09146197098471,4.86771106719971
2459774.865,apf,-6.71895849771026,5.14476156234741
2459775.749,apf,3.11935149947928,5.02306985855103
2459776.752,apf,-3.27816191506732,4.97521448135376
2459778.753,apf,-12.6755354768438,5.1877293586731
2459779.78,apf,-2.47113481786837,5.03215503692627
2459780.755,apf,5.57184772332885,4.94401121139526
2459781.743,apf,5.86737782350621,4.92172765731812
2459782.749,apf,-10.2217629462543,4.84931039810181
2459783.742,apf,-8.38568750817143,4.97635078430176
2459785.741,apf,-12.5372816833909,5.5525803565979
2459787.772,apf,-7.57163027857379,6.07460260391235
2459788.735,apf,-8.08831428863058,6.3202805519104
2459789.746,apf,-3.47284857761881,5.30953216552734
2459790.751,apf,-4.80987384266271,6.18773174285889
2459800.82,hires_j,-14.2724697154657,2.65238523483276
2459828.74,hires_j,1.47442107487817,2.51801896095276